Var1,Var2,Var3,Var4,Var5,Var6,Var7
Lutraria steynlussii,0.4921965,3.439804,0.07391071,0.3736264,25,Mollusca
Luzonia simplex,1.079632,1.004635,0.01182158,0.3478261,23,Mollusca
Lycoteuthis lorigera,0.5255514,8.385019,0.09105103,0.7201835,677,Mollusca
Lyonsia arcaeformis,0.9285985,1.157774,0.01291474,0.8072289,138,Mollusca
Lyonsia arenosa,0.2690243,6.127867,0,0.8425197,343,Mollusca
Lyonsia californica,1.252371,4.548249,0.08529358,0.699187,161,Mollusca
Lyonsia hyalina,-0.0214533,7.367841,0.01648925,0.8601252,1576,Mollusca
Lyonsia norwegica,0.09429193,5.388747,0,0.7228916,648,Mollusca
Lyonsia ventricosa,0.03542764,5.124291,0,0.7403315,48,Mollusca
Lyonsiella abyssicola,0.9313823,1.913622,0.06902154,0.6210526,229,Mollusca
Lyonsiella subquadrata,0.9590995,1.180001,0.09800672,0.4313725,16,Mollusca
Lyria kuniene,-0.6547456,5.043936,0,0.2962963,21,Mollusca
Mabellarca dautzenbergi,0.8585403,23.04437,0,0.630137,27,Mollusca
Macoma brota,-0.04430469,5.879803,0,0.6391753,12,Mollusca
Macoma calcarea,0.3592243,5.752367,0,0.8189656,6838,Mollusca
Macoma carlottensis,1.664497,3.563676,0.04929836,0.6175438,119,Mollusca
Macoma elimata,0.7582132,4.370888,0,0.6458334,62,Mollusca
Macoma golikovi,0.5696687,4.60424,0,0.5555556,20,Mollusca
Macoma moesta,0.2275176,4.26561,-0.0006450129,0.6255924,61,Mollusca
Macoma torelli,0.5260497,1.976974,-0.0005777637,0.5681818,16,Mollusca
Macoma uruguayensis,0.1166762,5.818318,0,0.8125,25,Mollusca
Macomopsis crawfordi,0.259253,7.009254,0,0.7580645,131,Mollusca
Macoploma extenuata,0.3138431,9.413642,0.02354439,0.7374302,44,Mollusca
Macoploma inclinata,0.6737461,12.39337,0,0.5866667,36,Mollusca
Macoploma limula,0.3422218,9.055633,0,0.6491228,16,Mollusca
Macoploma pulleyi,0.2523334,7.61655,0,0.8461539,54,Mollusca
Macoploma tageliformis,0.04634774,5.594032,0,0.7142857,43,Mollusca
Macoploma yoldiformis,0.1200928,5.16293,0,0.6530612,96,Mollusca
Macrocypraea cervus,0.0999156,6.144487,0,0.7586207,101,Mollusca
Macrocypraea zebra,0.3479151,9.82674,0,0.7346939,80,Mollusca
Macromphalina palmalitoris,-0.4379846,3.283723,0.08101471,0.6760563,38,Mollusca
Macroschisma africanum,0.4285781,9.615084,0,0.7346939,47,Mollusca
Macrostrombus costatus,0.2865215,9.155849,0,0.7636364,111,Mollusca
Macrotritopus defilippi,0.3595732,9.940944,0,0.5700935,53,Mollusca
Mactra iridescens,-0.8185872,2.237977,0.08000381,0.5757576,27,Mollusca
Mactrellona alata,-0.1337542,4.437985,0.01223201,0.6868687,20,Mollusca
Mactrinula dolabrata,-0.0628717,5.04617,0,0.7254902,68,Mollusca
Mactromeris polynyma,1.035091,1.951632,0.09112649,0.7686567,61,Mollusca
Maculauger alveolatus,0.3506529,9.418417,0,0.7234043,23,Mollusca
Magnoteuthis magna,0.2447658,6.334212,0,0.7149321,234,Mollusca
Makiyamaia gravis,0.2949565,7.44373,0,0.7083334,19,Mollusca
Malletia cumingii,0.1877698,6.297984,0,0.7118644,15,Mollusca
Malletia johnsoni,0.3157789,3.613507,0.09592426,0.614379,231,Mollusca
Malletia obtusa,0.638834,2.594166,0.09782689,0.6451613,187,Mollusca
Malleus candeanus,0.2839073,8.611526,0,0.7111111,68,Mollusca
Malluvium calcareum,0.2839338,6.06324,0,0.6405228,53,Mollusca
Malluvium devotum,-0.07863824,6.589398,0.02813415,0.6936937,236,Mollusca
Mammilla mammata,-0.03525128,4.842735,0,0.65625,21,Mollusca
Manaria brevicaudata,-1.17777,4.970909,0.09432873,0.2068965,34,Mollusca
Mangelia attenuata,0.08623124,5.451478,0,0.8108108,344,Mollusca
Mangelia costata,0.09456315,5.31487,0,0.7701863,306,Mollusca
Manupecten pesfelis,-0.01763323,4.799482,0,0.5090909,13,Mollusca
Margarella antarctica,0.9418262,1.009238,0.01620254,0.6052631,192,Mollusca
Margarella crebrilirulata,-0.5860047,32.55972,0,0.7272727,74,Mollusca
Margarella expansa,-0.06088389,5.992257,0,0.6507937,99,Mollusca
Margarella porcellana,0.1733827,4.101157,0,0.6666666,15,Mollusca
Margarella refulgens,0.8860111,1.203086,0.00783074,0.7560976,215,Mollusca
Margarella tropidophoroides,0.1480386,4.19944,0,0.6896552,15,Mollusca
Margarella violacea,0.02848351,5.039283,0,0.779661,58,Mollusca
Margarites biconica,0.9173326,1.018643,0.06297517,0.7747748,40,Mollusca
Margarites costalis,0.5588436,4.367004,0.06010525,0.7301587,320,Mollusca
Margarites groenlandicus,0.132239,6.735335,0.0305065,0.7680413,331,Mollusca
Margarites ryukyuensis,1.283713,2.490111,0.0594899,0.2352941,46,Mollusca
Margarites vahlii,0.5055797,1.740158,0.006664929,0.5396825,21,Mollusca
Marginella bairstowi,0.1255802,6.123482,0,0.7333333,20,Mollusca
Marginella lineolata,-0.2559794,5.675427,0.09919989,0.6902655,12,Mollusca
Marginella musica,0.3701859,6.789972,0,0.6391753,34,Mollusca
Marginella nebulosa,0.03890819,5.252849,0,0.6666666,22,Mollusca
Marginella piperata,-0.3664926,5.42953,0.09107811,0.7891892,66,Mollusca
Marginella rosea,0.08701702,5.523872,0,0.6388889,21,Mollusca
Margistrombus marginatus,0.4944147,15.42321,0,0.75,26,Mollusca
Marsenina glabra,0.9039894,2.137938,0.09702092,0.6153846,22,Mollusca
Marseniopsis conica,0.5966966,2.434118,0,0.5714285,55,Mollusca
Marseniopsis mollis,0.761494,1.643249,0.02690169,0.7746479,110,Mollusca
Marseniopsis pacifica,1.105506,1,0.064826,0.6857142,81,Mollusca
Martesia cuneiformis,0.004768329,5.33603,0,0.6865672,35,Mollusca
Martesia fragilis,0.1020971,6.014397,0,0.7466667,28,Mollusca
Mastigopsis hjorti,0.3280719,7.190104,0,0.4852071,78,Mollusca
Mastigoteuthis agassizii,0.6904,2.966013,0.08546397,0.5650224,115,Mollusca
Mastigoteuthis dentata,NaN,NaN,0,0.4782609,18,Mollusca
Mastigoteuthis psychrophila,0.8927372,1.242165,0.07611489,0.3865546,40,Mollusca
Mastigoteuthis schmidti,-0.5338165,37.55945,0.04138127,0.2325581,42,Mollusca
Mathilda barbadensis,0.4599621,11.30925,0,0.7272727,20,Mollusca
Mathilda decorata,0.2724026,7.338155,0,0.6410257,51,Mollusca
Maurea alertae,0.04466679,6.664056,0,0.5116279,18,Mollusca
Maurea antipodensis,1.183115,1.519668,0.09915772,0.6785715,20,Mollusca
Maurea blacki,0.6207381,4.283896,0,0.6666666,31,Mollusca
Maurea selecta,0.1589291,5.605989,0.03589818,0.7162162,54,Mollusca
Maurea simulans,0.7456934,2.637151,0.09839338,0.4634146,18,Mollusca
Maurea spectabilis,0.1456477,4.71671,0,0.5555556,19,Mollusca
Maurea turnerarum,0.229408,5.839983,0,0.520548,17,Mollusca
Maurea waikanae,0.2326239,5.902021,0,0.7407408,35,Mollusca
Maxacteon flammeus,0.2915544,8.897577,0,0.725,102,Mollusca
Megalocranchia abyssicola,0.1002587,5.7125,0,0.5454545,20,Mollusca
Megapitaria maculata,-0.6667944,2.744499,0.08066358,0.7717391,291,Mollusca
Megayoldia thraciaeformis,0.3883926,5.343751,0.09749025,0.6279863,206,Mollusca
Meiocardia hawaiana,0.5196142,15.30874,0,0.4278075,67,Mollusca
Meiocardia moltkiana,0.6316981,15.32484,0,0.575,35,Mollusca
Meioceras cubitatum,0.09987557,6.197291,0,0.7555556,250,Mollusca
Melanella alba,0.3329937,6.112967,0.09833017,0.733945,287,Mollusca
Melanella amblytera,0.1346149,6.302011,0,0.625,16,Mollusca
Melanella antarctica,0.7212115,1.928694,-0.001,0.6369427,44,Mollusca
Melanella conoidea,0.1064243,5.945801,0,0.7586207,159,Mollusca
Melanella convexa,0.7699307,1.70604,0,0.7608696,42,Mollusca
Melanella exulata,1.278128,0.4271069,0,0.6896552,19,Mollusca
Melanella frielei,0.1301696,5.430613,0,0.6037736,22,Mollusca
Melanella monterosatoi,0.1555791,5.109823,0.05592199,0.5170068,22,Mollusca
Melanella polita,0.07410267,6.175804,0,0.7073171,130,Mollusca
Melanella solitaria,0.7011173,1.394736,0.07803064,0.6521739,22,Mollusca
Melanochlamys diomedea,0.5255589,4.389444,0.08531155,0.5882353,17,Mollusca
Melapium lineatum,0.1845313,6.527676,0,0.71875,44,Mollusca
Melaxinaea vitrea,-0.7642177,1.920874,0.07770646,0.7586207,351,Mollusca
Mendicula ferruginosa,0.229322,5.958261,0,0.7916667,2008,Mollusca
Mendicula inflata,0.2313022,4.94489,0,0.1374046,23,Mollusca
Mendicula oblonga,1.232962,1.018242,0.0007212574,0.3661972,15,Mollusca
Mendicula pygmaea,0.5254994,4.96954,0.0821206,0.6463414,815,Mollusca
Mendicula ultima,0.8971592,1.746947,0.09130896,0.3838384,20,Mollusca
Menestho truncatula,0.1975963,3.707403,0,0.625,23,Mollusca
Merelina plaga,0.09853944,4.921574,0,0.6478873,25,Mollusca
Merica asperella,-0.0007576205,5.231826,0,0.6329114,28,Mollusca
Merica oblonga,-0.008963583,5.164213,0,0.5974026,19,Mollusca
Merica sinensis,-0.04071796,5.311799,0.03250731,0.6744186,16,Mollusca
Mesodesma arctatum,0.3209755,3.844053,0.02049177,0.410596,27,Mollusca
Mesoginella altilabra,0.1348869,5.523014,0.02482612,0.5777777,43,Mollusca
Mesoginella brachia,0.430607,11.22431,0,0.7941176,97,Mollusca
Mesoginella caducocincta,0.02952034,5.032751,0,0.5333333,29,Mollusca
Mesoginella inconspicua,0.1264613,6.572141,0.008292665,0.6530612,205,Mollusca
Mesoginella modulata,0.118158,6.489678,0,0.5641025,27,Mollusca
Mesoginella olivella,0.07459354,6.474908,0.018426,0.6735752,243,Mollusca
Mesoginella schoutanica,-0.0886879,5.696864,0.06034502,0.5102041,50,Mollusca
Mesoginella stilla,0.002182603,6.334342,0.02854521,0.6217617,84,Mollusca
Mesonychoteuthis hamiltoni,0.1543449,6.04479,0,0.330033,51,Mollusca
Mesopeplum fenestratum,0.08067167,6.293876,0,0.6542056,198,Mollusca
Metasepia tullbergi,-0.2909564,3.875372,0,0.6041666,13,Mollusca
Metaxia excelsa,0.1259478,6.158988,0,0.7179487,36,Mollusca
Metaxia rugulosa,0.2717879,8.379054,0,0.7674419,50,Mollusca
Metaxia taeniolata,0.08048753,5.706067,0,0.7017544,20,Mollusca
Meteuthria futilis,0.8962893,1.437357,0,0.6666666,32,Mollusca
Metzgeria alba,1.039695,1.28417,0.08912863,0.4313725,12,Mollusca
Metzgeria problematica,0.3058941,3.742625,0,0.5714285,24,Mollusca
Microcardium peramabile,0.370288,10.27687,0,0.8196721,125,Mollusca
Microcardium tinctum,0.4996238,12.43771,0,0.8181818,204,Mollusca
Microcardium trapezoidale,0.3599683,7.814849,0,0.48,126,Mollusca
Microdeuthria michaelseni,0.2185628,4.347618,0,0.6222222,11,Mollusca
Microdiscula subcanaliculata,0.210934,4.042379,0,0.7407408,21,Mollusca
Microdiscula vanhoeffeni,0.7273268,1.373061,0.07201517,0.6516854,35,Mollusca
Microgloma pusilla,0.3915213,3.065016,0.08241796,0.5034014,43,Mollusca
Microgloma turnerae,-1.736471,11.83437,0.09956988,0.4210526,21,Mollusca
Microgloma yongei,0.5729673,1.839351,0.08741947,0.6153846,14,Mollusca
Microsveltia patricia,0.1623304,6.728185,0,0.517647,16,Mollusca
Microvoluta amphissa,0.674247,6.009058,0.09817777,0.2840236,79,Mollusca
Microvoluta australis,-0.109824,5.340355,0.07200446,0.5985402,148,Mollusca
Microvoluta joloensis,0.3120918,8.74219,0,0.4375,143,Mollusca
Microvoluta marginata,0.1392451,5.42785,0,0.6538461,30,Mollusca
Microvoluta miranda,-0.08003242,6.637664,0.05635821,0.5866667,57,Mollusca
Microvoluta royana,0.1267789,6.303081,0,0.6315789,42,Mollusca
Mimachlamys crassicostata,0.1663895,6.885239,0,0.6575342,54,Mollusca
Mimachlamys gloriosa,-0.7923124,2.209994,0.07794984,0.7852761,537,Mollusca
Mimachlamys sanguinea,0.2567413,8.835416,0,0.7962963,128,Mollusca
Mimatys punctulatus,0.9317378,16.14954,0,0.7096775,13,Mollusca
Minolia peramabilis,1.671978,3.67399,0,0.691358,59,Mollusca
Mioawateria extensa,0.2338202,6.296943,0,0.3354037,16,Mollusca
Miomelon eltanini,NaN,NaN,0,0.7027027,15,Mollusca
Mipus rosaceus,0.3560334,7.737137,0,0.6296296,12,Mollusca
Mirachelus clinocnemus,0.5962412,11.15459,0,0.7142857,31,Mollusca
Miraclathurella herminea,-0.1390592,6.37615,0.08602208,0.605042,23,Mollusca
Mirapecten mirificus,0.8729326,26.67764,0,0.6944444,26,Mollusca
Mirapecten rastellum,0.09030042,6.391441,0,0.7636364,130,Mollusca
Mirarissoina bermudezi,0.2483141,7.490213,0,0.76,14,Mollusca
Mitrella albuginosa,0.1953074,7.274565,0,0.6593406,20,Mollusca
Mitrella baculus,-0.7649102,2.004831,0.09999202,0.7037037,21,Mollusca
Mitrella fineti,0.5420233,11.69095,0,0.6086956,17,Mollusca
Mitrella gausapata,1.312047,3.546091,0,0.890625,219,Mollusca
Mitrella maestratii,0.2062469,7.082593,0,0.6206896,29,Mollusca
Mitrella nitidulina,0.7245923,1.386664,0.09787183,0.4827586,12,Mollusca
Mitrella nycteis,0.2104684,7.177308,0,0.6046512,16,Mollusca
Mitrella undulata,0.9650837,10.56332,0,0.4666666,25,Mollusca
Mitromorpha biplicata,0.1652176,6.812264,0,0.7865168,123,Mollusca
Modiolula phaseolina,0.09304193,5.556149,0,0.8325792,1912,Mollusca
Modiolus adriaticus,0.04217327,5.230278,0,0.7387388,830,Mollusca
Modiolus modiolus,0.0572391,7.370454,0.009333838,0.8070176,3622,Mollusca
Modiolus squamosus,0.1541483,6.63588,-0.0007656109,0.6637554,187,Mollusca
Moelleria costulata,0.1403245,5.321522,0.0250636,0.6551724,96,Mollusca
Moerella distorta,0.06285328,5.314405,0,0.8035715,324,Mollusca
Moerella donacina,0.05824254,5.435778,0,0.8169014,1517,Mollusca
Moerella huttoni,0.1996025,5.689826,0,0.7317073,19,Mollusca
Moerella pulchella,0.1652072,6.121965,0,0.7476636,203,Mollusca
Moerella tulipa,0.269202,7.481258,0,0.699187,418,Mollusca
Moerella vidalensis,0.3309306,8.054844,0,0.6865672,40,Mollusca
Mohnia abyssorum,0.7837559,1.067521,0.09686169,0.7368421,86,Mollusca
Mohnia danielsseni,0.2438384,2.419078,0.04709872,1,47,Mollusca
Mohnia mohni,0.02070161,4.740265,0,0.75,62,Mollusca
Mokumea albovittata,-1.125619,1.044517,0.08390579,0.64,25,Mollusca
Monia deliciosa,0.3179676,9.174916,0,0.6440678,33,Mollusca
Monophorus fascelinus,0.07667649,5.211436,0,0.5423729,16,Mollusca
Monoplex comptus,0.01758702,5.574564,0,0.7761194,152,Mollusca
Monoplex corrugatus,0.1236815,5.772661,0,0.6391753,51,Mollusca
Monoplex gemmatus,0.09213763,6.177206,0,0.7567568,66,Mollusca
Monoplex krebsii,0.3406342,9.270347,0,0.7941176,81,Mollusca
Monoplex macrodon,0.4944846,13.83867,0,0.7777778,52,Mollusca
Monoplex vespaceus,0.06934819,5.895689,0,0.8070176,333,Mollusca
Montacuta acuminata,0.4961747,14.33086,0,0.6760563,14,Mollusca
Montacuta nimrodiana,0.2091415,4.28229,-0.0009491573,0.6493506,27,Mollusca
Montacuta semiradiata,0.05334864,5.243135,0,0.6666666,153,Mollusca
Montacuta spitzbergensis,0.1427883,4.130437,0,0.7428571,14,Mollusca
Montacuta substriata,0.1287026,5.72615,0,0.7699115,503,Mollusca
Montfortia emarginata,0.09253324,6.427717,0,0.5945946,28,Mollusca
Montfortista panhi,0.1915099,7.488736,0,0.6896552,93,Mollusca
Mopalia schrencki,0.05376031,4.803877,0,0.6710526,16,Mollusca
Moroteuthopsis ingens,0.2255116,5.619504,0,0.8038278,5470,Mollusca
Moroteuthopsis longimana,0.9315627,1.291723,-6.027398e-05,0.28125,22,Mollusca
Morula ambrosia,0.3341215,9.412457,0,0.6923077,26,Mollusca
Morula biconica,-0.6360925,2.127022,0.06298277,0.6153846,19,Mollusca
Morula lepida,0.04836209,5.523567,0,0.7096775,68,Mollusca
Morula striata,0.1242342,6.161495,0,0.6666666,66,Mollusca
Morula zebrina,0.1820075,6.870648,0,0.6666666,22,Mollusca
Morum bruuni,0.4738582,8.68485,0,0.5769231,48,Mollusca
Morum praeclarum,0.6624398,13.62847,0,0.7714286,74,Mollusca
Murchisonella declivita,0.06126962,5.514617,0,0.6551724,19,Mollusca
Murchisonella spectrum,0.1395172,6.356996,0,0.7027027,29,Mollusca
Murdochella macrina,0.159564,6.323647,0,0.6041666,17,Mollusca
Murex aduncospinosus,0.2342094,7.785189,0,0.7560976,158,Mollusca
Murex pecten,0.77156,24.70413,0,0.7692308,93,Mollusca
Murex queenslandicus,-0.8668472,1.584621,0.09171318,0.6268657,34,Mollusca
Murex tenuirostrum,0.4722949,13.48234,0,0.8571429,244,Mollusca
Murexsul cuspidatus,-0.4459815,3.16549,0.0769812,0.6440678,115,Mollusca
Murexsul oxytatus,0.06768087,6.11568,0,0.7272727,79,Mollusca
Murexsul purpurispinus,0.1485311,6.233624,0,0.6,27,Mollusca
Murexsul spiculus,-0.003893131,5.079741,0,0.8,44,Mollusca
Murexsul tokubeii,0.5932476,12.40702,0,0.6875,42,Mollusca
Musculus discors,0.1958024,6.931678,0.01607526,0.7870722,1806,Mollusca
Musculus glacialis,0.3616728,6.040714,0,0.7301587,275,Mollusca
Musculus lateralis,-0.3648836,4.148625,0.05036932,0.7981651,488,Mollusca
Musculus niger,0.1053665,6.181382,0.01253166,0.7759815,2478,Mollusca
Muusoctopus eureka,0.09635006,5.141329,0,0.6451613,11,Mollusca
Muusoctopus januarii,0.2665892,9.245683,0.02641096,0.2463054,28,Mollusca
Muusoctopus leioderma,NaN,NaN,0,0.7727273,187,Mollusca
Muusoctopus rigbyae,-0.48347,26.5554,0.07219452,0.5360825,70,Mollusca
Muusoctopus tangaroa,1.283151,1.485096,0.08281532,0.4888889,30,Mollusca
Mya pseudoarenaria,0.1304533,4.407966,0,0.557377,24,Mollusca
Mya truncata,0.3467855,4.953477,0.02700488,0.8085107,4044,Mollusca
Myadora antipodum,0.1142028,5.833992,0,0.7524753,63,Mollusca
Myadora novaezelandiae,0.06845666,5.513426,0,0.6511628,13,Mollusca
Myadora royana,0.1454806,5.963159,0,0.688172,26,Mollusca
Myadora subrostrata,0.157293,5.637377,0,0.6829268,14,Mollusca
Myadoropsis elongata,0.01134257,5.024169,0,0.5,26,Mollusca
Myonera alleni,0.675569,3.160221,0,0.4444444,45,Mollusca
Myonera angularis,0.8457246,1.004573,0.09219853,0.32,15,Mollusca
Myonera paucistriata,1.156254,1.386483,0.07355553,0.2820513,55,Mollusca
Myrtea spinifera,0.07135387,5.482719,0,0.8290156,2473,Mollusca
Mysella antarctica,0.6012981,2.209298,0.04836584,0.7058823,57,Mollusca
Mysella minuscula,0.9424695,1.068116,0.06617945,0.7596899,40,Mollusca
Mysia undata,0.158496,5.531942,0,0.7916667,1642,Mollusca
Mysouffa cumingii,-0.013907,4.943703,0,0.7878788,21,Mollusca
Mytilaster lineatus,-0.8139864,4.493869,0.05899991,0.3333333,236,Mollusca
Myurella amoena,-0.07134044,4.548392,0,0.7222222,60,Mollusca
Myurella flavofasciata,0.179009,6.913419,0,0.7272727,27,Mollusca
Myurella fortunei,0.2207628,8.276128,0,0.6760563,47,Mollusca
Myurella pertusa,0.4076616,11.91291,0,0.7826087,51,Mollusca
Myurella pygmaea,0.1577025,6.873571,0,0.7567568,99,Mollusca
Myurellopsis parkinsoni,0.6761514,18.07733,0,0.8571429,31,Mollusca
Myurellopsis vaubani,0.3671183,8.290801,0,0.4946237,20,Mollusca
Nacella delesserti,0.204474,3.975873,0,0.6857142,22,Mollusca
Nacella kerguelenensis,0.06737988,4.92265,0,0.5306122,30,Mollusca
Nacella magellanica,0.01524918,5.085693,0,0.6790124,293,Mollusca
Nannamoria parabola,-0.220228,4.836763,0.06647877,0.6236559,31,Mollusca
Nannodiella oxia,0.2197183,7.398205,0,0.7948718,131,Mollusca
Nannodiella vespuciana,0.1798074,6.862416,0,0.7865168,66,Mollusca
Naquetia barclayi,-0.944333,2.852553,0.09866484,0.5308642,23,Mollusca
Naria acicularis,-0.07627696,5.311172,0.03215859,0.6918239,159,Mollusca
Naria beckii,0.5496941,15.7014,0,0.7857143,104,Mollusca
Naria cernica,0.2935703,8.919624,0,0.8048781,248,Mollusca
Naria spurca,0.3018983,8.799712,0,0.7887324,54,Mollusca
Narvaliscala dorysa,0.4802493,7.171414,0,0.4489796,19,Mollusca
Nassaria gracilis,0.6010824,11.0881,0,0.5853659,35,Mollusca
Nassaria problematica,0.1794658,7.459956,0,0.5283019,50,Mollusca
Nassarina glypta,0.1383607,6.668017,0,0.7714286,91,Mollusca
Nassarius abyssicola,0.5009166,13.15138,0,0.6176471,23,Mollusca
Nassarius alabasteroides,-0.009803683,6.407759,0,0.3870968,44,Mollusca
Nassarius alfuricus,0.2865044,8.507654,0,0.491228,26,Mollusca
Nassarius arcus,0.1703235,6.664165,0,0.48,43,Mollusca
Nassarius babylonicus,1.419864,3.335584,0.06544448,0.4084507,90,Mollusca
Nassarius barsdelli,0.553021,11.78721,0,0.6857142,28,Mollusca
Nassarius bifarius,0.03797157,5.453073,0,0.7619048,241,Mollusca
Nassarius boucheti,0.2808957,6.604194,0.02148926,0.4128441,104,Mollusca
Nassarius bourbonensis,0.2417104,7.930677,0,0.7747748,40,Mollusca
Nassarius caelatus,0.004365799,4.962072,0,0.6875,92,Mollusca
Nassarius castus,0.1095911,6.714631,0,0.7941176,243,Mollusca
Nassarius conoidalis,-0.7440078,2.792487,0.07777674,0.8088889,736,Mollusca
Nassarius crassiusculus,0.05279601,5.582248,0,0.7692308,258,Mollusca
Nassarius crematus,-0.7440403,2.832575,0.09310102,0.7172996,414,Mollusca
Nassarius crenulatus,0.1752177,6.986718,0,0.7407408,100,Mollusca
Nassarius delicatus,-0.3883599,3.148855,0.04404183,0.7323943,165,Mollusca
Nassarius desmoulioides,0.7266932,13.0602,0,0.7160494,205,Mollusca
Nassarius euglyptus,0.2953073,8.392796,0,0.6451613,28,Mollusca
Nassarius eusulcatus,0.6936143,14.32875,0,0.6746988,43,Mollusca
Nassarius haldemani,0.1855194,7.289658,0,0.7857143,23,Mollusca
Nassarius herosae,0.09881382,6.464958,0,0.2857143,49,Mollusca
Nassarius himeroessa,0.2477167,7.567524,0,0.48,44,Mollusca
Nassarius houbricki,-0.7191001,4.665954,0.09385377,0.4561403,40,Mollusca
Nassarius kiiensis,0.1677063,7.011209,0,0.7118644,47,Mollusca
Nassarius kochianus,0.0125683,5.362551,0,0.7164179,19,Mollusca
Nassarius lochi,0.2969765,8.986249,0,0.7428571,44,Mollusca
Nassarius macrocephalus,0.8885971,29.15212,0,0.6440678,36,Mollusca
Nassarius margaritifer,0.07174798,6.236656,0,0.7683616,95,Mollusca
Nassarius martinezi,0.4670265,9.874322,0,0.295082,22,Mollusca
Nassarius mendicus,0.3569836,4.812541,0,0.8378378,51,Mollusca
Nassarius micans,0.1066822,7.505583,0,0.5428572,14,Mollusca
Nassarius mobilis,-0.2949006,6.741192,0.08944826,0.6308725,61,Mollusca
Nassarius multipunctatus,0.3587641,10.09177,0,0.6753247,96,Mollusca
Nassarius nodicostatus,0.05711432,5.431879,0,0.7567568,336,Mollusca
Nassarius perpinguis,0.3255813,4.980237,0,0.6666666,29,Mollusca
Nassarius pyramidalis,-0.1145189,5.59904,0.04882606,0.7424242,26,Mollusca
Nassarius scissuratus,0.5926697,13.23989,0,0.7142857,36,Mollusca
Nassarius shacklefordi,0.04447016,5.453891,0,0.7346939,174,Mollusca
Nassarius sinusigerus,0.2523367,8.280949,0,0.68,48,Mollusca
Nassarius siquijorensis,0.1287478,6.680257,0,0.6511628,94,Mollusca
Nassarius speciosus,0.22332,7.140616,0,0.7857143,96,Mollusca
Nassarius splendidulus,0.09006223,6.157467,0,0.7631579,583,Mollusca
Nassarius stigmarius,-0.9932596,1.672689,0.08435657,0.6721312,157,Mollusca
Nassarius subtranslucidus,-0.386292,5.499204,0.08844301,0.6818182,86,Mollusca
Nassarius vanpeli,0.460167,7.684186,0.09996472,0.3469388,71,Mollusca
Nassarius vinctus,0.2183924,7.283762,0,0.6319703,161,Mollusca
Natica bibalteata,0.1832179,7.05877,0,0.7126437,22,Mollusca
Natica marochiensis,0.1874335,7.165841,0,0.8115942,69,Mollusca
Natica simplex,0.2259356,7.197982,0,0.7185628,97,Mollusca
Natica tedbayeri,0.1016646,5.968452,0,0.7234043,13,Mollusca
